 from   to   via     T_slow    T_thermal     mfp_s       mfp_t    
  3750  3761   235   5.000E-01   5.000E-01   1.727E+03   1.727E+03
   206  3750   235   6.792E-01   6.792E-01   1.727E+03   1.727E+03
   206   206   235   0.000E+00   0.000E+00   1.727E+03   1.727E+03
   206  3761   235   3.208E-01   3.208E-01   1.727E+03   1.727E+03
  3761  3750   235   6.792E-01   6.792E-01   1.727E+03   1.727E+03
  3761   206   235   3.208E-01   3.208E-01   1.727E+03   1.727E+03
  3761  3761   235   0.000E+00   0.000E+00   1.727E+03   1.727E+03
  1229  1229   236   0.000E+00   0.000E+00   1.836E-03   4.845E-02
  1229   214   236   9.222E-04   1.652E-02   1.836E-03   4.845E-02
  1229  1310   236   1.601E-01   8.691E-01   1.836E-03   4.845E-02
   214  1229   236   8.397E-04   1.503E-02   1.836E-03   4.838E-02
   214   214   236   0.000E+00   0.000E+00   1.836E-03   4.838E-02
   214  1310   236   1.609E-01   8.721E-01   1.836E-03   4.838E-02
  1310  1229   236   7.836E-02   4.244E-01   1.836E-03   4.732E-02
  1310   214   236   8.656E-02   4.678E-01   1.836E-03   4.732E-02
  1310  1310   236   0.000E+00   0.000E+00   1.836E-03   4.732E-02
   218   218   237   0.000E+00   0.000E+00   2.190E-03   4.568E-02
   218   292   237   3.212E-03   5.237E-02   2.190E-03   4.568E-02
   218   221   237   3.838E-02   5.306E-01   2.190E-03   4.568E-02
   292   218   237   1.154E-02   1.868E-01   2.190E-03   4.534E-02
   292   292   237   0.000E+00   0.000E+00   2.190E-03   4.534E-02
   292   221   237   1.908E-02   2.888E-01   2.190E-03   4.534E-02
   221   218   237   3.668E-02   5.191E-01   2.190E-03   4.805E-02
   221   292   237   5.075E-03   7.953E-02   2.190E-03   4.805E-02
   221   221   237   0.000E+00   0.000E+00   2.190E-03   4.805E-02
  3454  3454   238   0.000E+00   0.000E+00   2.391E-03   4.933E-02
  3454  3453   238   6.900E-02   5.694E-01   2.391E-03   4.933E-02
  3454   247   238   2.420E-02   2.059E-01   2.391E-03   4.933E-02
  3453  3454   238   8.997E-02   7.518E-01   2.391E-03   5.188E-02
  3453  3453   238   0.000E+00   0.000E+00   2.391E-03   5.188E-02
  3453   247   238   1.779E-03   2.750E-02   2.391E-03   5.188E-02
   247  3454   238   7.760E-02   6.633E-01   2.391E-03   5.033E-02
   247  3453   238   4.371E-03   6.646E-02   2.391E-03   5.033E-02
   247   247   238   0.000E+00   0.000E+00   2.391E-03   5.033E-02
    43    43   239   0.000E+00   0.000E+00   5.763E-02   7.158E-01
    43  3460   239   2.783E-01   3.259E-01   5.763E-02   7.158E-01
    43    52   239   5.758E-01   6.622E-01   5.763E-02   7.158E-01
  3460    43   239   7.392E-01   8.665E-01   5.763E-02   7.811E-01
  3460  3460   239   0.000E+00   0.000E+00   5.763E-02   7.811E-01
  3460    52   239   8.121E-02   1.198E-01   5.763E-02   7.811E-01
    52    43   239   8.040E-01   9.252E-01   5.763E-02   7.534E-01
    52  3460   239   4.270E-02   6.290E-02   5.763E-02   7.534E-01
    52    52   239   0.000E+00   0.000E+00   5.763E-02   7.534E-01
   253   253   240   0.000E+00   0.000E+00   1.756E-03   3.932E-02
   253   265   240   4.680E-02   5.359E-01   1.756E-03   3.932E-02
   253   248   240   1.356E-02   1.577E-01   1.756E-03   3.932E-02
   265   253   240   5.920E-02   6.869E-01   1.756E-03   4.093E-02
   265   265   240   0.000E+00   0.000E+00   1.756E-03   4.093E-02
   265   248   240   6.152E-04   1.228E-02   1.756E-03   4.093E-02
   248   253   240   5.206E-02   6.147E-01   1.756E-03   4.092E-02
   248   265   240   1.873E-03   3.731E-02   1.756E-03   4.092E-02
   248   248   240   0.000E+00   0.000E+00   1.756E-03   4.092E-02
  3644  3644   241   0.000E+00   0.000E+00   1.603E-02   2.660E-01
  3644   275   241   1.589E-02   5.333E-02   1.603E-02   2.660E-01
  3644  3134   241   5.711E-01   9.148E-01   1.603E-02   2.660E-01
   275  3644   241   1.506E-02   5.056E-02   1.603E-02   2.680E-01
   275   275   241   0.000E+00   0.000E+00   1.603E-02   2.680E-01
   275  3134   241   5.742E-01   9.182E-01   1.603E-02   2.680E-01
  3134  3644   241   2.946E-01   4.726E-01   1.603E-02   2.807E-01
  3134   275   241   3.126E-01   5.006E-01   1.603E-02   2.807E-01
  3134  3134   241   0.000E+00   0.000E+00   1.603E-02   2.807E-01
    70    70   242   0.000E+00   0.000E+00   5.774E-03   1.050E-01
    70    64   242   1.238E-01   6.040E-01   5.774E-03   1.050E-01
    70  3133   242   4.990E-02   2.599E-01   5.774E-03   1.050E-01
    64    70   242   1.589E-01   7.827E-01   5.774E-03   1.118E-01
    64    64   242   0.000E+00   0.000E+00   5.774E-03   1.118E-01
    64  3133   242   9.828E-03   8.316E-02   5.774E-03   1.118E-01
  3133    70   242   1.269E-01   6.669E-01   5.774E-03   1.091E-01
  3133    64   242   1.952E-02   1.639E-01   5.774E-03   1.091E-01
  3133  3133   242   0.000E+00   0.000E+00   5.774E-03   1.091E-01
   262   262   243   0.000E+00   0.000E+00   1.781E-03   4.317E-02
   262   263   243   3.547E-02   3.560E-01   1.781E-03   4.317E-02
   262   255   243   4.028E-02   4.059E-01   1.781E-03   4.317E-02
   263   262   243   7.324E-02   7.454E-01   1.781E-03   4.452E-02
   263   263   243   0.000E+00   0.000E+00   1.781E-03   4.452E-02
   263   255   243   4.332E-04   9.954E-03   1.781E-03   4.452E-02
   255   262   243   7.372E-02   7.497E-01   1.781E-03   4.453E-02
   255   263   243   3.818E-04   8.781E-03   1.781E-03   4.453E-02
   255   255   243   0.000E+00   0.000E+00   1.781E-03   4.453E-02
  3643  3643   244   0.000E+00   0.000E+00   8.561E-03   1.513E-01
  3643  3134   244   3.451E-02   1.135E-01   8.561E-03   1.513E-01
  3643  3133   244   3.828E-01   8.361E-01   8.561E-03   1.513E-01
  3134  3643   244   8.463E-02   2.784E-01   8.561E-03   1.517E-01
  3134  3134   244   0.000E+00   0.000E+00   8.561E-03   1.517E-01
  3134  3133   244   2.647E-01   6.543E-01   8.561E-03   1.517E-01
  3133  3643   244   3.301E-01   7.229E-01   8.561E-03   1.602E-01
  3133  3134   244   9.308E-02   2.309E-01   8.561E-03   1.602E-01
  3133  3133   244   0.000E+00   0.000E+00   8.561E-03   1.602E-01
  3521  3521   245   0.000E+00   0.000E+00   6.020E-02   8.049E-01
  3521   197   245   8.209E-02   1.212E-01   6.020E-02   8.049E-01
  3521  3587   245   7.334E-01   8.646E-01   6.020E-02   8.049E-01
   197  3521   245   5.127E-02   7.578E-02   6.020E-02   8.374E-01
   197   197   245   0.000E+00   0.000E+00   6.020E-02   8.374E-01
   197  3587   245   7.848E-01   9.122E-01   6.020E-02   8.374E-01
  3587  3521   245   3.118E-01   3.680E-01   6.020E-02   8.881E-01
  3587   197   245   5.343E-01   6.215E-01   6.020E-02   8.881E-01
  3587  3587   245   0.000E+00   0.000E+00   6.020E-02   8.881E-01
   315   315   246   0.000E+00   0.000E+00   1.796E-03   3.946E-02
   315  3453   246   9.045E-04   1.762E-02   1.796E-03   3.946E-02
   315   276   246   4.682E-02   6.107E-01   1.796E-03   3.946E-02
  3453   315   246   2.404E-03   4.667E-02   1.796E-03   3.936E-02
  3453  3453   246   0.000E+00   0.000E+00   1.796E-03   3.936E-02
  3453   276   246   3.979E-02   5.285E-01   1.796E-03   3.936E-02
   276   315   246   3.665E-02   4.867E-01   1.796E-03   4.119E-02
   276  3453   246   1.177E-02   1.590E-01   1.796E-03   4.119E-02
   276   276   246   0.000E+00   0.000E+00   1.796E-03   4.119E-02
   292   292   247   0.000E+00   0.000E+00   2.312E-03   4.778E-02
   292   238   247   1.830E-03   2.772E-02   2.312E-03   4.778E-02
   292   315   247   6.167E-02   6.601E-01   2.312E-03   4.778E-02
   238   292   247   8.114E-03   1.237E-01   2.312E-03   4.851E-02
   238   238   247   0.000E+00   0.000E+00   2.312E-03   4.851E-02
   238   315   247   4.101E-02   4.722E-01   2.312E-03   4.851E-02
   315   292   247   5.551E-02   6.053E-01   2.312E-03   5.032E-02
   315   238   247   8.313E-03   9.759E-02   2.312E-03   5.032E-02
   315   315   247   0.000E+00   0.000E+00   2.312E-03   5.032E-02
   276   276   248   0.000E+00   0.000E+00   1.760E-03   4.057E-02
   276   240   248   9.779E-04   1.918E-02   1.760E-03   4.057E-02
   276   283   248   4.850E-02   6.318E-01   1.760E-03   4.057E-02
   240   276   248   2.959E-03   5.795E-02   1.760E-03   4.055E-02
   240   240   248   0.000E+00   0.000E+00   1.760E-03   4.055E-02
   240   283   248   3.976E-02   5.315E-01   1.760E-03   4.055E-02
   283   276   248   3.943E-02   5.203E-01   1.760E-03   4.208E-02
   283   240   248   1.069E-02   1.450E-01   1.760E-03   4.208E-02
   283   283   248   0.000E+00   0.000E+00   1.760E-03   4.208E-02
   283   283   249   0.000E+00   0.000E+00   1.770E-03   4.244E-02
   283   251   249   7.711E-04   1.712E-02   1.770E-03   4.244E-02
   283   295   249   4.811E-02   6.353E-01   1.770E-03   4.244E-02
   251   283   249   1.035E-03   2.292E-02   1.770E-03   4.239E-02
   251   251   249   0.000E+00   0.000E+00   1.770E-03   4.239E-02
   251   295   249   4.652E-02   6.164E-01   1.770E-03   4.239E-02
   295   283   249   2.934E-02   3.909E-01   1.770E-03   4.378E-02
   295   251   249   2.110E-02   2.832E-01   1.770E-03   4.378E-02
   295   295   249   0.000E+00   0.000E+00   1.770E-03   4.378E-02
   255   255   250   0.000E+00   0.000E+00   1.806E-03   4.522E-02
   255   271   250   3.019E-02   3.073E-01   1.806E-03   4.522E-02
   255   301   250   4.540E-02   4.615E-01   1.806E-03   4.522E-02
   271   255   250   7.216E-02   7.416E-01   1.806E-03   4.638E-02
   271   271   250   0.000E+00   0.000E+00   1.806E-03   4.638E-02
   271   301   250   6.108E-04   1.401E-02   1.806E-03   4.638E-02
   301   255   250   7.386E-02   7.567E-01   1.806E-03   4.643E-02
   301   271   250   4.139E-04   9.522E-03   1.806E-03   4.643E-02
   301   301   250   0.000E+00   0.000E+00   1.806E-03   4.643E-02
   265   265   251   0.000E+00   0.000E+00   1.778E-03   4.158E-02
   265   262   251   3.954E-02   4.233E-01   1.778E-03   4.158E-02
   265   249   251   2.887E-02   3.091E-01   1.778E-03   4.158E-02
   262   265   251   6.680E-02   7.218E-01   1.778E-03   4.301E-02
   262   262   251   0.000E+00   0.000E+00   1.778E-03   4.301E-02
   262   249   251   4.033E-04   9.053E-03   1.778E-03   4.301E-02
   249   265   251   6.560E-02   7.104E-01   1.778E-03   4.302E-02
   249   262   251   5.445E-04   1.220E-02   1.778E-03   4.302E-02
   249   249   251   0.000E+00   0.000E+00   1.778E-03   4.302E-02
  3645  3645   252   0.000E+00   0.000E+00   4.289E-03   8.184E-02
  3645  3133   252   1.687E-03   2.539E-02   4.289E-03   8.184E-02
  3645   292   252   1.004E-01   7.458E-01   4.289E-03   8.184E-02
  3133  3645   252   2.443E-03   3.667E-02   4.289E-03   8.160E-02
  3133  3133   252   0.000E+00   0.000E+00   4.289E-03   8.160E-02
  3133   292   252   9.600E-02   7.187E-01   4.289E-03   8.160E-02
   292  3645   252   6.330E-02   4.774E-01   4.289E-03   8.737E-02
   292  3133   252   4.181E-02   3.182E-01   4.289E-03   8.737E-02
   292   292   252   0.000E+00   0.000E+00   4.289E-03   8.737E-02
  3453  3453   253   0.000E+00   0.000E+00   1.805E-03   3.954E-02
  3453    68   253   1.538E-03   3.002E-02   1.805E-03   3.954E-02
  3453   240   253   5.228E-02   6.092E-01   1.805E-03   3.954E-02
    68  3453   253   6.037E-04   1.181E-02   1.805E-03   3.958E-02
    68    68   253   0.000E+00   0.000E+00   1.805E-03   3.958E-02
    68   240   253   5.788E-02   6.662E-01   1.805E-03   3.958E-02
   240  3453   253   1.558E-02   1.837E-01   1.805E-03   4.136E-02
   240    68   253   4.370E-02   5.107E-01   1.805E-03   4.136E-02
   240   240   253   0.000E+00   0.000E+00   1.805E-03   4.136E-02
  3587  3587   254   0.000E+00   0.000E+00   1.862E-02   2.799E-01
  3587  3519   254   3.137E-02   9.116E-02   1.862E-02   2.799E-01
  3587   182   254   5.338E-01   8.711E-01   1.862E-02   2.799E-01
  3519  3587   254   2.270E-02   6.612E-02   1.862E-02   2.869E-01
  3519  3519   254   0.000E+00   0.000E+00   1.862E-02   2.869E-01
  3519   182   254   5.604E-01   9.001E-01   1.862E-02   2.869E-01
   182  3587   254   2.445E-01   4.000E-01   1.862E-02   3.020E-01
   182  3519   254   3.546E-01   5.705E-01   1.862E-02   3.020E-01
   182   182   254   0.000E+00   0.000E+00   1.862E-02   3.020E-01
   295   295   255   0.000E+00   0.000E+00   1.787E-03   4.425E-02
   295   243   255   8.580E-04   1.947E-02   1.787E-03   4.425E-02
   295   250   255   5.212E-02   6.568E-01   1.787E-03   4.425E-02
   243   295   255   7.511E-04   1.706E-02   1.787E-03   4.423E-02
   243   243   255   0.000E+00   0.000E+00   1.787E-03   4.423E-02
   243   250   255   5.281E-02   6.644E-01   1.787E-03   4.423E-02
   250   295   255   2.567E-02   3.267E-01   1.787E-03   4.549E-02
   250   243   255   2.973E-02   3.772E-01   1.787E-03   4.549E-02
   250   250   255   0.000E+00   0.000E+00   1.787E-03   4.549E-02
   263   263   256   0.000E+00   0.000E+00   1.806E-03   4.521E-02
   263   154   256   3.457E-02   3.242E-01   1.806E-03   4.521E-02
   263  3664   256   4.941E-02   4.649E-01   1.806E-03   4.521E-02
   154   263   256   8.104E-02   7.679E-01   1.806E-03   4.639E-02
   154   154   256   0.000E+00   0.000E+00   1.806E-03   4.639E-02
   154  3664   256   4.799E-04   1.103E-02   1.806E-03   4.639E-02
  3664   263   256   8.240E-02   7.790E-01   1.806E-03   4.639E-02
  3664   154   256   3.387E-04   7.805E-03   1.806E-03   4.639E-02
  3664  3664   256   0.000E+00   0.000E+00   1.806E-03   4.639E-02
  3595  3595   257   0.000E+00   0.000E+00   1.765E-03   4.129E-02
  3595   126   257   4.672E-02   4.525E-01   1.765E-03   4.129E-02
  3595   262   257   3.210E-02   3.103E-01   1.765E-03   4.129E-02
   126  3595   257   7.731E-02   7.560E-01   1.765E-03   4.271E-02
   126   126   257   0.000E+00   0.000E+00   1.765E-03   4.271E-02
   126   262   257   3.002E-04   6.717E-03   1.765E-03   4.271E-02
   262  3595   257   7.600E-02   7.449E-01   1.765E-03   4.270E-02
   262   126   257   4.319E-04   9.650E-03   1.765E-03   4.270E-02
   262   262   257   0.000E+00   0.000E+00   1.765E-03   4.270E-02
   266   266   258   0.000E+00   0.000E+00   1.906E-03   5.200E-02
   266  3516   258   6.356E-04   1.466E-02   1.906E-03   5.200E-02
   266  3890   258   7.609E-02   7.690E-01   1.906E-03   5.200E-02
  3516   266   258   8.299E-04   1.912E-02   1.906E-03   5.197E-02
  3516  3516   258   0.000E+00   0.000E+00   1.906E-03   5.197E-02
  3516  3890   258   7.460E-02   7.564E-01   1.906E-03   5.197E-02
  3890   266   258   4.484E-02   4.533E-01   1.906E-03   5.233E-02
  3890  3516   258   3.385E-02   3.418E-01   1.906E-03   5.233E-02
  3890  3890   258   0.000E+00   0.000E+00   1.906E-03   5.233E-02
  3701  3701   259   0.000E+00   0.000E+00   1.879E-03   5.027E-02
  3701  3525   259   4.177E-03   7.234E-02   1.879E-03   5.027E-02
  3701   266   259   7.671E-02   7.156E-01   1.879E-03   5.027E-02
  3525  3701   259   3.207E-03   5.554E-02   1.879E-03   5.021E-02
  3525  3525   259   0.000E+00   0.000E+00   1.879E-03   5.021E-02
  3525   266   259   8.100E-02   7.452E-01   1.879E-03   5.021E-02
   266  3701   259   3.718E-02   3.478E-01   1.879E-03   5.127E-02
   266  3525   259   5.100E-02   4.715E-01   1.879E-03   5.127E-02
   266   266   259   0.000E+00   0.000E+00   1.879E-03   5.127E-02
   154   154   260   0.000E+00   0.000E+00   1.836E-03   4.722E-02
   154  3663   260   4.055E-02   3.710E-01   1.836E-03   4.722E-02
   154  3522   260   4.808E-02   4.380E-01   1.836E-03   4.722E-02
  3663   154   260   7.991E-02   7.354E-01   1.836E-03   4.839E-02
  3663  3663   260   0.000E+00   0.000E+00   1.836E-03   4.839E-02
  3663  3522   260   3.027E-03   5.467E-02   1.836E-03   4.839E-02
  3522   154   260   8.193E-02   7.493E-01   1.836E-03   4.833E-02
  3522  3663   260   2.613E-03   4.718E-02   1.836E-03   4.833E-02
  3522  3522   260   0.000E+00   0.000E+00   1.836E-03   4.833E-02
  3516  3516   261   0.000E+00   0.000E+00   1.897E-03   5.172E-02
  3516  3635   261   8.590E-03   1.168E-01   1.897E-03   5.172E-02
  3516   317   261   9.244E-02   6.930E-01   1.897E-03   5.172E-02
  3635  3516   261   2.171E-03   2.937E-02   1.897E-03   5.110E-02
  3635  3635   261   0.000E+00   0.000E+00   1.897E-03   5.110E-02
  3635   317   261   1.193E-01   8.330E-01   1.897E-03   5.110E-02
   317  3516   261   1.997E-02   1.504E-01   1.897E-03   5.209E-02
   317  3635   261   1.024E-01   7.167E-01   1.897E-03   5.209E-02
   317   317   261   0.000E+00   0.000E+00   1.897E-03   5.209E-02
   251   251   262   0.000E+00   0.000E+00   1.770E-03   4.239E-02
   251   257   262   5.612E-04   1.241E-02   1.770E-03   4.239E-02
   251   243   262   5.783E-02   6.835E-01   1.770E-03   4.239E-02
   257   251   262   7.929E-04   1.748E-02   1.770E-03   4.238E-02
   257   257   262   0.000E+00   0.000E+00   1.770E-03   4.238E-02
   257   243   262   5.618E-02   6.662E-01   1.770E-03   4.238E-02
   243   251   262   3.549E-02   4.223E-01   1.770E-03   4.376E-02
   243   257   262   2.430E-02   2.921E-01   1.770E-03   4.376E-02
   243   243   262   0.000E+00   0.000E+00   1.770E-03   4.376E-02
   243   243   263   0.000E+00   0.000E+00   1.787E-03   4.422E-02
   243   125   263   6.526E-04   1.480E-02   1.787E-03   4.422E-02
   243   256   263   6.060E-02   6.967E-01   1.787E-03   4.422E-02
   125   243   263   5.917E-04   1.344E-02   1.787E-03   4.423E-02
   125   125   263   0.000E+00   0.000E+00   1.787E-03   4.423E-02
   125   256   263   6.106E-02   7.013E-01   1.787E-03   4.423E-02
   256   243   263   3.007E-02   3.485E-01   1.787E-03   4.548E-02
   256   125   263   3.347E-02   3.863E-01   1.787E-03   4.548E-02
   256   256   263   0.000E+00   0.000E+00   1.787E-03   4.548E-02
  3527  3527   264   0.000E+00   0.000E+00   1.869E-03   4.995E-02
  3527  3665   264   2.762E-03   5.236E-02   1.869E-03   4.995E-02
  3527   270   264   7.660E-02   7.218E-01   1.869E-03   4.995E-02
  3665  3527   264   1.302E-03   2.450E-02   1.869E-03   4.927E-02
  3665  3665   264   0.000E+00   0.000E+00   1.869E-03   4.927E-02
  3665   270   264   8.465E-02   7.777E-01   1.869E-03   4.927E-02
   270  3527   264   2.616E-02   2.469E-01   1.869E-03   5.037E-02
   270  3665   264   6.131E-02   5.660E-01   1.869E-03   5.037E-02
   270   270   264   0.000E+00   0.000E+00   1.869E-03   5.037E-02
   240   240   265   0.000E+00   0.000E+00   1.756E-03   4.046E-02
   240    74   265   7.567E-04   1.451E-02   1.756E-03   4.046E-02
   240   251   265   5.855E-02   6.805E-01   1.756E-03   4.046E-02
    74   240   265   2.545E-03   4.866E-02   1.756E-03   4.040E-02
    74    74   265   0.000E+00   0.000E+00   1.756E-03   4.040E-02
    74   251   265   4.950E-02   5.889E-01   1.756E-03   4.040E-02
   251   240   265   4.773E-02   5.625E-01   1.756E-03   4.194E-02
   251    74   265   1.205E-02   1.452E-01   1.756E-03   4.194E-02
   251   251   265   0.000E+00   0.000E+00   1.756E-03   4.194E-02
  3700  3700   266   0.000E+00   0.000E+00   1.897E-03   5.174E-02
  3700   259   266   1.105E-02   1.480E-01   1.897E-03   5.174E-02
  3700   258   266   7.760E-02   6.415E-01   1.897E-03   5.174E-02
   259  3700   266   2.813E-03   3.745E-02   1.897E-03   5.109E-02
   259   259   266   0.000E+00   0.000E+00   1.897E-03   5.109E-02
   259   258   266   1.076E-01   8.126E-01   1.897E-03   5.109E-02
   258  3700   266   1.717E-02   1.427E-01   1.897E-03   5.208E-02
   258   259   266   9.407E-02   7.124E-01   1.897E-03   5.208E-02
   258   258   266   0.000E+00   0.000E+00   1.897E-03   5.208E-02
  3664  3664   267   0.000E+00   0.000E+00   1.837E-03   4.725E-02
  3664  3522   267   3.391E-02   3.593E-01   1.837E-03   4.725E-02
  3664  3665   267   3.931E-02   4.147E-01   1.837E-03   4.725E-02
  3522  3664   267   6.327E-02   6.761E-01   1.837E-03   4.837E-02
  3522  3522   267   0.000E+00   0.000E+00   1.837E-03   4.837E-02
  3522  3665   267   4.138E-03   7.523E-02   1.837E-03   4.837E-02
  3665  3664   267   6.512E-02   6.918E-01   1.837E-03   4.841E-02
  3665  3522   267   3.666E-03   6.671E-02   1.837E-03   4.841E-02
  3665  3665   267   0.000E+00   0.000E+00   1.837E-03   4.841E-02
   297   297   268   0.000E+00   0.000E+00   1.907E-03   5.203E-02
   297  3700   268   7.643E-04   1.769E-02   1.907E-03   5.203E-02
   297  3891   268   6.891E-02   7.465E-01   1.907E-03   5.203E-02
  3700   297   268   9.547E-04   2.207E-02   1.907E-03   5.200E-02
  3700  3700   268   0.000E+00   0.000E+00   1.907E-03   5.200E-02
  3700  3891   268   6.758E-02   7.344E-01   1.907E-03   5.200E-02
  3891   297   268   4.007E-02   4.348E-01   1.907E-03   5.236E-02
  3891  3700   268   3.160E-02   3.428E-01   1.907E-03   5.236E-02
  3891  3891   268   0.000E+00   0.000E+00   1.907E-03   5.236E-02
  3523  3523   269   0.000E+00   0.000E+00   1.878E-03   5.019E-02
  3523  3701   269   5.730E-03   9.899E-02   1.878E-03   5.019E-02
  3523  3700   269   6.203E-02   6.557E-01   1.878E-03   5.019E-02
  3701  3523   269   4.100E-03   7.090E-02   1.878E-03   5.024E-02
  3701  3701   269   0.000E+00   0.000E+00   1.878E-03   5.024E-02
  3701  3700   269   6.809E-02   7.038E-01   1.878E-03   5.024E-02
  3700  3523   269   3.005E-02   3.177E-01   1.878E-03   5.122E-02
  3700  3701   269   4.582E-02   4.761E-01   1.878E-03   5.122E-02
  3700  3700   269   0.000E+00   0.000E+00   1.878E-03   5.122E-02
   264   264   270   0.000E+00   0.000E+00   1.880E-03   5.028E-02
   264  3523   270   6.183E-04   1.343E-02   1.880E-03   5.028E-02
   264   297   270   7.600E-02   7.692E-01   1.880E-03   5.028E-02
  3523   264   270   1.329E-03   2.880E-02   1.880E-03   5.024E-02
  3523  3523   270   0.000E+00   0.000E+00   1.880E-03   5.024E-02
  3523   297   270   7.112E-02   7.281E-01   1.880E-03   5.024E-02
   297   264   270   5.410E-02   5.496E-01   1.880E-03   5.131E-02
   297  3523   270   2.351E-02   2.427E-01   1.880E-03   5.131E-02
   297   297   270   0.000E+00   0.000E+00   1.880E-03   5.131E-02
   250   250   271   0.000E+00   0.000E+00   1.815E-03   4.629E-02
   250  3664   271   5.158E-03   8.123E-02   1.815E-03   4.629E-02
   250   272   271   5.850E-02   6.613E-01   1.815E-03   4.629E-02
  3664   250   271   1.204E-02   1.906E-01   1.815E-03   4.665E-02
  3664  3664   271   0.000E+00   0.000E+00   1.815E-03   4.665E-02
  3664   272   271   3.967E-02   4.913E-01   1.815E-03   4.665E-02
   272   250   271   5.024E-02   5.723E-01   1.815E-03   4.740E-02
   272  3664   271   1.452E-02   1.815E-01   1.815E-03   4.740E-02
   272   272   271   0.000E+00   0.000E+00   1.815E-03   4.740E-02
   271   271   272   0.000E+00   0.000E+00   1.836E-03   4.722E-02
   271  3665   272   3.418E-02   3.447E-01   1.836E-03   4.722E-02
   271  3526   272   4.417E-02   4.423E-01   1.836E-03   4.722E-02
  3665   271   272   6.787E-02   6.918E-01   1.836E-03   4.838E-02
  3665  3665   272   0.000E+00   0.000E+00   1.836E-03   4.838E-02
  3665  3526   272   3.944E-03   7.118E-02   1.836E-03   4.838E-02
  3526   271   272   7.111E-02   7.169E-01   1.836E-03   4.835E-02
  3526  3665   272   3.184E-03   5.748E-02   1.836E-03   4.835E-02
  3526  3526   272   0.000E+00   0.000E+00   1.836E-03   4.835E-02
  2003  2003   273   0.000E+00   0.000E+00   4.027E-03   8.213E-02
  2003  1928   273   4.217E-02   1.514E-01   4.027E-03   8.213E-02
  2003  1791   273   2.603E-01   7.814E-01   4.027E-03   8.213E-02
  1928  2003   273   1.670E-01   5.953E-01   4.027E-03   7.728E-02
  1928  1928   273   0.000E+00   0.000E+00   4.027E-03   7.728E-02
  1928  1791   273   6.340E-02   2.955E-01   4.027E-03   7.728E-02
  1791  2003   273   2.831E-01   8.471E-01   4.027E-03   7.810E-02
  1791  1928   273   1.744E-02   8.136E-02   4.027E-03   7.810E-02
  1791  1791   273   0.000E+00   0.000E+00   4.027E-03   7.810E-02
   294   294   274   0.000E+00   0.000E+00   1.849E-03   4.839E-02
   294  3526   274   3.167E-02   2.863E-01   1.849E-03   4.839E-02
   294   298   274   5.855E-02   5.257E-01   1.849E-03   4.839E-02
  3526   294   274   8.306E-02   7.547E-01   1.849E-03   4.869E-02
  3526  3526   274   0.000E+00   0.000E+00   1.849E-03   4.869E-02
  3526   298   274   1.566E-03   3.174E-02   1.849E-03   4.869E-02
   298   294   274   8.759E-02   7.899E-01   1.849E-03   4.946E-02
   298  3526   274   8.903E-04   1.820E-02   1.849E-03   4.946E-02
   298   298   274   0.000E+00   0.000E+00   1.849E-03   4.946E-02
    50    50   275   0.000E+00   0.000E+00   1.501E-02   2.419E-01
    50  3336   275   2.891E-01   4.639E-01   1.501E-02   2.419E-01
    50   241   275   3.167E-01   5.067E-01   1.501E-02   2.419E-01
  3336    50   275   5.722E-01   9.197E-01   1.501E-02   2.553E-01
  3336  3336   275   0.000E+00   0.000E+00   1.501E-02   2.553E-01
  3336   241   275   1.394E-02   4.895E-02   1.501E-02   2.553E-01
   241    50   275   5.767E-01   9.240E-01   1.501E-02   2.532E-01
   241  3336   275   1.282E-02   4.500E-02   1.501E-02   2.532E-01
   241   241   275   0.000E+00   0.000E+00   1.501E-02   2.532E-01
   246   246   276   0.000E+00   0.000E+00   1.774E-03   3.973E-02
   246   248   276   3.722E-02   4.869E-01   1.774E-03   3.973E-02
   246   279   276   1.163E-02   1.547E-01   1.774E-03   3.973E-02
   248   246   276   4.729E-02   6.283E-01   1.774E-03   4.135E-02
   248   248   276   0.000E+00   0.000E+00   1.774E-03   4.135E-02
   248   279   276   8.761E-04   1.780E-02   1.774E-03   4.135E-02
   279   246   276   4.014E-02   5.458E-01   1.774E-03   4.160E-02
   279   248   276   2.389E-03   4.869E-02   1.774E-03   4.160E-02
   279   279   276   0.000E+00   0.000E+00   1.774E-03   4.160E-02
   221   221   277   0.000E+00   0.000E+00   1.776E-03   3.929E-02
   221   315   277   1.851E-03   3.660E-02   1.776E-03   3.929E-02
   221   316   277   3.019E-02   4.864E-01   1.776E-03   3.929E-02
   315   221   277   4.656E-03   9.141E-02   1.776E-03   3.904E-02
   315   315   277   0.000E+00   0.000E+00   1.776E-03   3.904E-02
   315   316   277   2.159E-02   3.586E-01   1.776E-03   3.904E-02
   316   221   277   2.533E-02   4.186E-01   1.776E-03   4.101E-02
   316   315   277   7.201E-03   1.236E-01   1.776E-03   4.101E-02
   316   316   277   0.000E+00   0.000E+00   1.776E-03   4.101E-02
   281   281   278   0.000E+00   0.000E+00   1.783E-03   4.334E-02
   281   300   278   2.658E-02   3.286E-01   1.783E-03   4.334E-02
   281   280   278   2.982E-02   3.680E-01   1.783E-03   4.334E-02
   300   281   278   5.337E-02   6.670E-01   1.783E-03   4.458E-02
   300   300   278   0.000E+00   0.000E+00   1.783E-03   4.458E-02
